KV_SIZE,THREADS,ITERATIONS,VARIATION,TIME,COMMITS,ABORTS,FALLBACKS
1000,1,500000,1,0.0
1000,1,100000,1,0.0
1000,1,200000,1,0.0
1000,1,400000,1,0.0
1000,2,500000,1,0.02
1000,2,100000,1,0.04
1000,2,200000,1,0.09
1000,2,400000,1,0.24
1000,14,500000,1,0.2
1000,14,100000,1,0.55
1000,14,200000,1,1.12
1000,14,400000,1,2.28
1000,28,500000,1,0.53
1000,28,100000,1,1.06
1000,28,200000,1,2.06
1000,28,400000,1,3.64
1000,56,500000,1,1.05
1000,56,100000,1,2.19
1000,56,200000,1,4.2
1000,56,400000,1,8.29
1000,112,500000,1,3.13
1000,112,100000,1,4.81
1000,112,200000,1,9.82
1000,112,400000,1,19.63
1000,1,500000,2,0.0
1000,1,100000,2,0.0
1000,1,200000,2,0.0
1000,1,400000,2,0.0
1000,2,500000,2,0.03
1000,2,100000,2,0.04
1000,2,200000,2,0.1
1000,2,400000,2,0.18
1000,14,500000,2,0.23
1000,14,100000,2,0.45
1000,14,200000,2,1.04
1000,14,400000,2,1.52
1000,28,500000,2,0.54
1000,28,100000,2,1.15
1000,28,200000,2,2.32
1000,28,400000,2,3.47
1000,56,500000,2,1.07
1000,56,100000,2,2.15
1000,56,200000,2,3.9
1000,56,400000,2,7.14
1000,112,500000,2,2.27
1000,112,100000,2,4.51
1000,112,200000,2,8.59
1000,112,400000,2,18.06
1000,1,500000,3,0.0
1000,1,100000,3,0.0
1000,1,200000,3,0.0
1000,1,400000,3,0.0
1000,2,500000,3,0.03
1000,2,100000,3,0.09
1000,2,200000,3,0.07
1000,2,400000,3,0.16
1000,14,500000,3,0.24
1000,14,100000,3,0.5
1000,14,200000,3,0.94
1000,14,400000,3,2.19
1000,28,500000,3,0.56
1000,28,100000,3,1.15
1000,28,200000,3,2.33
1000,28,400000,3,4.36
1000,56,500000,3,1.06
1000,56,100000,3,2.05
1000,56,200000,3,3.78
1000,56,400000,3,8.06
1000,112,500000,3,2.28
1000,112,100000,3,4.59
1000,112,200000,3,9.14
1000,112,400000,3,18.02
1000,1,500000,4,0.0
1000,1,100000,4,0.0
1000,1,200000,4,0.01
1000,1,400000,4,0.02
1000,2,500000,4,0.04
1000,2,100000,4,0.04
1000,2,200000,4,0.17
1000,2,400000,4,0.19
1000,14,500000,4,0.25
1000,14,100000,4,0.59
1000,14,200000,4,1.03
1000,14,400000,4,2.55
1000,28,500000,4,0.65
1000,28,100000,4,1.36
1000,28,200000,4,2.37
1000,28,400000,4,5.12
1000,56,500000,4,1.29
1000,56,100000,4,2.57
1000,56,200000,4,5.23
1000,56,400000,4,10.45
1000,112,500000,4,2.56
1000,112,100000,4,5.18
1000,112,200000,4,10.19
1000,112,400000,4,20.41
